hostname,n_planets,avg_radius_earth,avg_mass_earth,sy_dist,ra,dec
HD 159868,2,13.65,474.52019,55.8503,264.7466665,-43.1462347
7 CMa,2,13.65,432.24879999999996,19.8101,99.171276,-19.2561808
HD 5319,2,13.65,414.609235,121.405,13.7558096,0.7893425
HD 116029,2,13.649999999999999,424.30305,123.245,200.1646905,24.6484725
TOI-1408,2,13.61,300.3,139.484,313.5110469,72.5806455
HD 163607,2,13.600000000000001,474.297709,67.7855,268.4181383,56.3924701
75 Cet,2,13.600000000000001,538.878064065,82.9613,38.0391598,-1.0350269
HD 200964,2,13.6,447.027895,72.5922,316.6664183,3.8033357
HD 60532,2,13.55,567.32655,25.9716,113.5130656,-22.2958661
HD 114783,2,13.55,476.73698665,21.0628,198.1818436,-2.2649921
HD 159243,2,13.55,481.515,73.3055,263.3395365,5.7008254
HD 113538,2,13.5,204.99,16.2817,196.233933,-52.4463502
HD 65216,2,13.5,528.392375,35.1205,118.4209646,-63.6466892
HAT-P-44,2,13.461,691.5855,347.85,213.1438604,47.0147826
HD 33844,2,13.45,597.5204,105.779,78.1505649,-14.9509775
HD 47366,2,13.45,572.72678941,84.3552,99.4200181,-12.9856593
HD 82943,2,13.45,578.4265,27.5902,143.7114034,-12.1302976
BD-210397,2,13.45,869.7881768,23.7324,33.3024198,-21.1962147
GJ 317,2,13.45,624.497311005,15.1968,130.2445254,-23.452809
HD 1605,2,13.4,723.69891,88.8047,5.1317548,30.9750611
HD 43197,2,13.399999999999999,1338.216507675,62.4112,93.3993231,-29.8971929
HD 95089,2,13.399999999999999,748.48965,136.957,164.698748,1.7290087
HD 13908,2,13.350000000000001,952.6550000000001,79.5515,34.5609102,65.5941901
OGLE-2018-BLG-1011L,2,13.35,730.0,7100.0,269.014,-29.0828889
HD 50499,2,13.35,725.60589,46.2845,103.008075,-33.915267
HD 38529,2,13.3,1752.823664605,42.3538,86.6451363,1.1675866
HD 4203,2,13.3,699.21045,81.3795,11.1722288,20.4483925
HD 75784,2,13.3,1055.1956,85.4321,133.0992289,13.2330548
HAT-P-13,2,13.279,2404.4415,246.81,129.8823772,47.3519076
HD 128311,2,13.25,883.24957,16.3292,219.0032292,9.7454368
HIP 8541,2,13.25,1353.631185415,155.121,27.5271962,-54.4651633
HD 154857,2,13.25,799.32675,63.4482,257.816194,-56.681038
HD 217107,2,13.25,921.70341575,20.0619,344.5647243,-2.3954489
HD 12661,2,13.25,835.8906459049999,37.8478,31.1423525,25.4135632
HD 148164,2,13.25,1015.46685,77.1971,246.4351678,11.9190729
gam Lib,2,13.25,1010.21759165,47.4017,233.8818636,-14.789502
HD 4732,2,13.25,850.349902925,54.7841,12.3085089,-24.1369079
HD 99706,2,13.25,1099.6918,146.6,172.1261621,43.9662025
HIP 67851,2,13.2,1285.139163705,64.1181,208.465364,-35.3146536
HD 73526,2,13.2,847.0032,97.2396,129.318331,-41.3184231
HD 37605,2,13.149999999999999,934.4202,46.7864,85.0074276,6.0595116
KMT-2022-BLG-1818L,2,13.1,692.86592726,5300.0,270.798625,-27.4811111
Kepler-432,2,13.0671525,1245.8935999999999,848.023,293.2822344,48.2859173
HD 147018,2,13.05,1377.0,40.4256,245.7490012,-61.6901291
HD 102329,2,13.05,1538.2972,217.107,176.6941567,3.4742143
HD 147873,2,13.05,1182.3276,109.055,246.4380471,-33.5672217
NY Vir,2,13.05,1245.8781,544.024,204.7005847,-2.0303873
HD 92788,2,13.0,1180.7384499999998,34.6538,160.7021351,-2.1847173
HD 215497,2,13.0,850.0320745199999,40.5468,341.652714,-56.5997984
HD 67087,2,13.0,1256.5,76.5217,121.9155672,31.5511553
HD 74156,2,13.0,1643.17286419,57.603,130.6047813,4.5772338
Pr0211,2,13.0,1536.70805,182.714,130.547744,19.276957
NN Ser,2,12.95,1527.1109999999999,515.818,238.2337015,12.9120871
HD 66428,2,12.95,2019.799526485,53.2817,120.8691654,-1.1636019
TYC 1422-614-1,2,12.9,1986.25,672.41,154.2777769,19.5584068
HD 73267,2,12.9,1476.154036315,50.4093,129.0735123,-34.4594469
HD 94890,2,12.9,1754.4128066399999,61.7012,164.1797804,-37.1383035
HIP 5158,2,12.899999999999999,2615.5816,51.6026,16.5094891,-22.4536134
HD 75898,2,12.899999999999999,1754.4128066399999,78.0505,133.4611999,33.0566885
HD 169830,2,12.899999999999999,1620.9248757,37.6048,276.9561859,-29.8167919
KOI-12,2,12.893535,3670.9365000000003,399.398,297.4537402,41.0110188
HU Aqr,2,12.850000000000001,1652.716,192.19807871,316.9921976,-5.2948694
HD 203387,2,12.85,1742.49424138,61.7477,320.561782,-16.8345229
HD 68988,2,12.8,2701.543028605,60.8447,124.5935429,61.4608518
HD 183263,2,12.8,2031.082434935,54.1955,292.1022982,8.3579183
OGLE-2019-BLG-0468L,2,12.8,2169.178877775,4400.0,266.406,-24.4472778
14 Her,2,12.75,2078.279953375,17.9323,242.6021014,43.8163621
WASP-41,2,12.71495,640.42745,163.371,190.6188034,-30.6398176
TOI-4562,2,12.665,1282.934954195,339.605,112.0100593,-63.5177788
HD 30177,2,12.649999999999999,2312.678403535,55.5867,70.4770964,-58.0208085
HD 72659,2,12.649999999999999,3557.77118796,51.8949,128.5128072,-1.5686323
WISPIT 1,2,12.600000000000001,2494.95299495,230.007,117.798555,-50.1376852
HD 113337,2,12.6,3667.73981678,36.18,195.4438496,63.610328
HD 118203,2,12.589119,2213.674854755,92.2589,203.509956,53.7281876
WASP-8,2,12.583085,1905.3291,89.9606,359.9008737,-35.0313349
OGLE-2006-BLG-109L,2,12.55,158.5,1510.0,268.143792,-30.0877778
HD 87816,2,12.55,3009.83501429,133.233,151.5296524,-52.1878679
BD-08 2823,2,12.5,1526.24706587,41.3342,150.1971964,-9.5165689
HD 156279,2,12.5,3048.292251535,36.1945,258.0966686,63.3527828
HATS-59,2,12.460667,2146.30599,642.884,170.324325,-22.388177
HD 28185,2,12.45,4048.498248365,39.3809,66.6100461,-10.5510754
HAT-P-17,2,12.434725,632.4707,92.3831,324.5359781,30.4881882
HD 111232,2,12.399999999999999,4136.2188887,28.9571,192.2159553,-68.4246679
HD 168443,2,12.399999999999999,3962.3667500700003,39.6245,275.0159879,-9.5966905
TYC 8998-760-1,2,12.31495,3178.3,94.6177,201.3001096,-64.9391566
iot Dra,2,12.3,4357.42745997,31.32832,231.2323227,58.9661403
BD+20 2457,2,12.25,5385.4,1539.71,154.186782,19.8912626
XO-2 S,2,12.25,259.0224,151.398,117.0309753,50.2169068
K2-99,2,12.24075977,1473.134666445,519.229,208.7737624,-5.4424943
TOI-1294,2,12.211849405,105.45,332.648,223.0926408,70.4765573
TOI-2202,2,12.175587069999999,202.29778105500003,235.933,51.2284214,-73.9575458
HD 62364,2,12.05,6944.55069295,53.112,113.9052658,-75.5442707
WASP-53,2,12.038466,2937.0670299999997,201.338,31.9091639,-20.661843
nu Oph,2,12.0,7448.02822,46.2107,269.7566013,-9.7741342
HD 81817,2,12.0,7427.17312898,269.126,144.2715659,81.3263096
TOI-2537,2,11.976908309999999,1356.65055528,184.986,54.3882661,10.0577464
TIC 279401253,2,11.90449035,2250.22512156,285.584,57.6572277,-15.0262251
WASP-107,2,11.86823,72.75,64.7414,188.3864277,-10.1462141
Kepler-419,2,11.7,1557.3,1011.36,295.4179125,51.1847629
HD 45364,2,11.614999999999998,117.326356445,34.354,96.4105736,-31.4810037
TOI-6695,2,11.563816795000001,263.79757781,282.536,129.5720221,-23.550217
HAT-P-2,2,11.5298795,3133.78809302,127.774,245.1514324,41.0479601
TOI-201,2,11.47799624,2348.75192773,113.825,87.4017825,-54.910423
Kepler-424,2,11.34,1271.2649999999999,698.646,298.6249797,48.57745
WASP-18,2,11.239568035000001,1648.5248757,123.483,24.3544618,-45.6777937
WASP-148,2,11.186994705,107.90274417500001,246.353,254.1305022,44.3025361
HD 24040,2,11.125,826.5127724050001,46.6224,57.5962104,17.4752873
KOI-134,2,10.949222635,208.177606585,1159.21,295.586598,45.3649371
Kepler-539,2,10.8365615,535.54355,307.318,299.1224639,41.8667953
OGLE-2012-BLG-0026L,2,10.81,158.05,4019.0,263.577917,-27.14275
CoRoT-20,2,10.80778,3384.8894999999998,844.061,97.7204249,0.2268931
GJ 1148,2,10.805,82.38,11.0143,175.4326081,42.7515862
HD 177830,2,10.685,292.4026,62.7674,286.3363574,25.9204327
TOI-199,2,10.239637185,71.511391575,102.27,80.1058735,-59.8954326
KMT-2021-BLG-1077L,2,10.23,74.689675645,8240.0,266.489125,-33.8428111
Kepler-117,2,10.2,307.3275,1455.57,288.7930651,48.040176
TIC 139270665,2,10.064896275,850.6677313350001,189.875,124.0338967,33.2914532
WASP-126,2,9.946793865,77.25,216.526,63.374706,-69.2265926
HD 151450,2,9.870000000000001,837.3189382449999,43.6002,252.0080127,-15.964345
Kepler-87,2,9.815,165.29999999999998,1232.9,297.9168433,46.9651146
Kepler-1513,2,9.797,66.42613706,349.247,289.7917561,39.2852655
OGLE-2014-BLG-1722L,2,9.795,69.5,6400.0,268.75238,-31.4690552
HD 11964,2,9.74,111.5,33.5369,29.2884252,-10.2434693
TOI-1694,2,9.5711133,164.15,124.68,97.7487104,66.3605956
HD 74698,2,9.56,74.5,52.0648,130.0744755,-71.8768726
HD 25912,2,9.55,2645.444745665,49.1661,60.9074988,-51.9315058
TOI-2525,2,9.404334805,117.75542479500001,395.398,86.8509737,-60.5213081
Kepler-418,2,9.335543269999999,186.65562384999998,1002.53,294.4335228,38.3554729
HD 115404 A,2,9.295,1655.2503436549998,10.9816,199.2155793,17.0160384
Kepler-1656,2,9.286999999999999,87.1,185.875,284.4722473,39.911889
KOI-984,2,9.2,113.45,252.667,291.0489438,36.8400772
GJ 328,2,9.105,409.57465078499996,20.5266,133.7819507,1.5420011
BD-11 4672,2,9.07,110.97975,27.1665,278.3688659,-11.6370481
TOI-216,2,9.05,98.367891965,177.945,73.9800129,-63.2603301
HD 47186,2,9.01,66.83405,37.4574,99.0367212,-27.6234285
HD 190360,2,8.995000000000001,295.5800663,16.0069,300.9092476,29.894541
TOI-1338 A,2,8.9805,43.35,399.017,92.1330955,-59.5409853
HIP 67522,2,8.96158007,59.85,127.28,207.526001,-40.8358961
HAT-P-11,2,8.78,438.39006538,37.7647,297.7101763,48.0818635
HD 140901,2,8.735,293.83236227000003,15.2528,236.8689866,-37.9172333
HD 105618,2,8.67,4222.5093012,70.0837,182.4021288,11.2115695
HD 156098,2,8.46,838.7491660750001,48.249,259.264687,-32.6630768
Kepler-108,2,8.415,53.45,338.732,294.5589885,46.0623952
HD 219828,2,8.395,2560.7434752,73.114,349.6947029,18.6457524
BD-06 1339,2,8.38,788.01686317,20.2695,88.2511811,-5.9963378
TOI-1130,2,8.33,177.9,58.2609,286.3760037,-41.4376399
TOI-1386,2,8.25819325,60.5,146.858,334.5041029,54.3190454
Kepler-302,2,8.254999999999999,15.5,1402.58,294.3169307,43.6292436
HD 86226,2,8.23,75.13675,45.683,149.1235154,-24.0991859
TOI-1669,2,8.19819885,102.0,111.276,45.9564744,83.5874273
Kepler-553,2,8.16013795,1122.7288477250002,728.525,298.5508922,48.3325405
KMT-2024-BLG-0404L,2,8.115,4337.47290334,7210.0,271.1470833,-27.9535
TOI-4600,2,8.11,1953.055561015,216.056,258.4503674,64.5661727
TOI-1288,2,8.034232755,64.9,114.865,313.1670294,65.6087833
Kepler-94,2,8.004999999999999,1568.42,191.904,281.1947316,47.4972606
HD 23079,2,8.0,426.84178131,33.4591,54.9281897,-52.9162344
TOI-756,2,7.905,648.517524175,86.1759,192.103738,-45.4704709
HD 18143,2,7.89,1594.2272895150002,22.5243,43.9140248,26.8723829
HD 12235,2,7.865,1573.0917004449998,31.7627,30.0391601,3.0959098
TOI-1736,2,7.840877675,1406.15,88.9482,43.4344615,69.101345
HD 196067,2,7.805,1816.8219199,39.9346,310.4364195,-75.3514992
K2-73,2,7.79,575.6,269.183,335.025662,-9.0560881
HD 155918,2,7.735,942.8379693649999,27.561,260.5364025,-75.349239
TOI-969,2,7.5825000000000005,1800.28049955,77.2554,115.1366858,2.0985879
TOI-6041,2,7.525,53.400000000000006,72.4731,46.0610334,43.5576668
HD 217786,2,7.455,2204.93457356,55.4847,345.7838088,-0.4303594
HD 80653,2,7.2065,862.585840935,109.86,140.3390845,14.3678691
K2-290,2,7.168127,128.45021,272.909,234.8578846,-20.1988975
GJ 2030,2,7.165,2036.962260465,37.0788,50.8237604,-7.7950429
KOI-1783,2,7.15,43.0,865.73,289.3414629,46.988155
HD 107148,2,7.15,43.318529139999995,49.4156,184.8059773,-3.3199927
HD 93351,2,6.995,2078.756695985,56.163,161.6779279,-1.6885763
HD 137496,2,6.955,1219.30279881,155.317,231.7420543,-16.5090014
Kepler-730,2,6.94958,3.09,1935.04,285.5547895,45.578842
Kepler-725,2,6.94,45.65,758.469,283.9774949,44.8115613
TOI-5398,2,6.91,35.25,130.855,161.8795569,36.3294345
Kepler-1514,2,6.79769805,839.9412,397.292,292.6274943,37.8601653
Kepler-407,2,6.745,2000.965,338.368,286.0363025,49.6145027
TOI-1670,2,6.561631975,120.77479466,168.067,259.0172522,72.1611806
KMT-2020-BLG-0414L,2,6.55,4291.6184945,1220.0,271.915,-28.4852222
K2-24,2,6.45,17.2,170.562,242.5734559,-24.9906029
HD 104067,2,6.444999999999999,37.65,20.3632,179.7923543,-20.3556058
WASP-84,2,6.335,117.6,100.588,131.1069959,1.8598933
Kepler-177,2,6.115,10.27,1435.44,286.0471442,45.0532038
Kepler-975,2,6.085,41.495000000000005,426.088,290.54851,38.4952415
KIC 5437945,2,5.96,29.85,1274.01,288.4749028,40.6512848
GJ 414 A,2,5.515000000000001,30.715,11.8893,167.7745044,30.4451688
TOI-2000,2,5.42,46.35,175.713,146.3970631,-66.6866307
HIP 38594,2,5.355,28.25,17.7886,118.5439118,-25.3023073
TOI-1836,2,5.301544005,23.228618625,191.649,245.9079242,54.6900774
Kepler-511,2,5.279821634999999,24.8,651.999,282.9455384,47.5749181
Kepler-1085,2,5.244088704999999,25.950000000000003,1364.53,287.4776359,46.1411685
Kepler-1487,2,5.05,26.94,1014.62,295.4980737,38.6444499
TOI-2134,2,4.9799999999999995,25.51,22.6202,271.9355015,39.0729269
HD 99492,2,4.93,21.7,18.2038,171.689687,3.0071331
TOI-6109,2,4.8515,20.950000000000003,151.738,50.1319206,42.6069564
Kepler-799,2,4.830342755,23.025,1509.084,287.1748966,44.8784754
Kepler-118,2,4.82,25.1,574.228,299.2131881,41.4248195
Kepler-561,2,4.82,23.175,621.378,293.7471107,45.1071981
HD 109271,2,4.789999999999999,20.658,55.8716,188.397397,-11.6215204
HD 192310,2,4.76,20.45,8.79687,303.8284712,-27.0337556
Kepler-297,2,4.705,45.3,692.14,283.2091605,48.7776156
TOI-1052,2,4.675000000000001,25.599999999999998,129.804,337.5102738,-75.6465606
TIC 434398831,2,4.57,19.55,217.011,93.9592639,16.0238459
TOI-1272,2,4.541024535,24.35,137.572,199.1962036,49.8610591
HD 134060,2,4.535,19.695,24.0125,227.6847587,-61.4223747
HD 152843,2,4.495,9.745000000000001,107.898,253.7848853,20.491524
Kepler-103,2,4.4698,35.07,494.832,288.9845512,40.0644857
KIC 9663113,2,4.4,17.799999999999997,1594.74,297.0454037,46.3286653
Kepler-396,2,4.4,46.7,223.757,296.1328135,48.9773095
TOI-1410,2,4.365415045,19.75,72.7512,334.8828486,42.5603141
CoRoT-24,2,4.35,16.85,591.555,101.922543,-3.7192892
Kepler-111,2,4.3320378999999996,112.79994245,657.223,291.653163,44.6882613
Kepler-397,2,4.32,19.11,969.0,295.8940373,42.3805156
TOI-5126,2,4.3,17.2,160.414,151.6597827,18.6340631
TOI-942,2,4.28,26.5,152.601,76.6496172,-20.2456126
K2-141,2,4.255,6.484999999999999,61.8736,350.9170464,-1.1891827
GJ 687,2,4.23,16.6,4.54939,264.1041731,68.3336741
Kepler-318,2,4.195,16.5,489.141,298.4828337,46.7936357
Kepler-712,2,4.13,16.25,872.493,294.9096739,42.9351987
GJ 15 A,2,4.11,19.515,3.56228,4.6126677,44.0247296
HD 156668,2,4.02,17.823397565,24.3323,259.4183491,29.228161
Kepler-315,2,3.96,14.9,1160.63,298.0230967,43.3634761
TOI-421,2,3.865,10.4,74.7969,81.8532824,-14.2767404
Kepler-328,2,3.85,33.95,2213.19,295.8092756,40.0084866
Kepler-258,2,3.835,14.1,575.988,294.0684116,46.5791357
Kepler-610,2,3.745,13.600000000000001,845.824,293.1713241,45.0655934
HD 51608,2,3.745,13.54,35.0553,103.7137102,-55.2600189
TOI-1472,2,3.6959999999999997,19.59,121.84,14.1142611,48.6375168
K2-398,2,3.686,14.295,606.992,161.7349738,1.9367044
HD 20003,2,3.66,13.05,41.8316,46.9090081,-72.3219221
TOI-1803,2,3.64,9.16,119.24,178.0461054,35.1718001
HIP 9618,2,3.628470265,7.65,67.5478,30.9050061,21.2813274
Kepler-278,2,3.6115,45.45,443.03,290.1072124,38.7022694
Kepler-234,2,3.605,12.649999999999999,1733.1,291.6535379,38.4946597
TOI-880,2,3.5700000000000003,13.565,60.6679,94.1644734,-13.987337
Kepler-368,2,3.57,12.5,770.978,291.880018,45.3878419
HD 21693,2,3.57,12.8,33.255,51.8040469,-58.3232726
K2-63,2,3.56,12.5,517.534,333.4267738,-12.0663429
Kepler-248,2,3.545,12.49,738.792,293.0613138,43.5813577
Kepler-101,2,3.51,27.44,927.981,283.255507,48.3552474
Kepler-462,2,3.5,29.95,596.625,299.8211502,43.8142793
Kepler-145,2,3.4850000000000003,58.25,566.85,291.3877397,44.5290465
HD 5278,2,3.47,13.1,57.5846,12.5467785,-83.7437671
TOI-544,2,3.469,12.195,41.1166,82.2900716,-0.3428983
K2-43,2,3.465,12.47,182.536,169.117028,-3.9754405
Kepler-232,2,3.455,11.844999999999999,1349.13,295.8161668,51.1217249
Kepler-293,2,3.45,11.82,974.633,286.3580611,42.4064917
GJ 229,2,3.42,11.75965106,5.75624,92.6435993,-21.8677233
Kepler-146,2,3.42,11.63,716.797,294.1107631,38.7102222
HD 106315,2,3.3949999999999996,13.899999999999999,109.353,183.4724742,-0.3934357
Kepler-405,2,3.37,12.290000000000001,1065.08,291.4094615,38.3400107
Kepler-210,2,3.2800000000000002,10.88,232.75,292.5034196,43.0832188
HD 13808,2,3.24,10.58,28.2305,33.1780708,-53.7437591
KOBE-1,2,3.2350000000000003,10.600000000000001,23.9718,19.1660378,25.3310358
Kepler-335,2,3.23,10.52,1278.97,296.0642944,45.4285986
HD 213885,2,3.2275,14.39,48.0883,338.9837166,-59.864829
Kepler-495,2,3.22468207,12.89,658.924,285.9307362,39.0981201
TOI-1422,2,3.2199999999999998,11.75,155.141,354.240829,39.6392793
HIP 54373,2,3.2199999999999998,10.53,18.7168,166.8643532,-19.2916857
HD 45184,2,3.215,10.5,21.9532,96.1820205,-28.7806402
Kepler-937,2,3.1950000000000003,10.505,1571.46,294.1688142,46.7146161
Kepler-266,2,3.185,10.555,1370.79,294.4843821,44.1669355
Kepler-199,2,3.1799999999999997,10.225,521.054,295.5594278,40.236249
Kepler-230,2,3.15,10.81,740.754,285.7185682,48.5058038
Kepler-277,2,3.1399999999999997,75.75,976.643,286.5831894,39.0772582
TOI-2015,2,3.1195000000000004,9.055,47.3444,232.1326528,27.361073
Kepler-920,2,3.11,10.120000000000001,1001.68,284.2969363,49.1585983
HD 216520,2,3.105,9.85,19.552,341.8768719,83.6975307
Kepler-264,2,3.08,9.75,942.173,292.044628,37.3761861
Kepler-227,2,3.075,9.665,1083.06,291.9342748,48.141676
Kepler-1666,2,3.059192655,9.58,1379.37,297.9516071,46.2647024
Kepler-170,2,3.0300000000000002,45.574999999999996,738.657,284.5211975,41.6296562
Kepler-1641,2,3.0300000000000002,9.43,860.37,296.359456,41.5745321
TOI-2458,2,3.005,11.765,112.958,79.621529,1.253439
Kepler-182,2,3.005,9.39,1549.09,289.8301128,50.5862025
Kepler-967,2,3.0,9.51,568.546,286.5580128,38.4052418
K2-395,2,2.996,9.33,286.727,70.4438684,16.6743415
K2-8,2,2.995,9.445,403.513,169.7935178,-0.2844389
Kepler-501,2,2.990598695,10.285,1125.24,297.2014919,41.7301534
HD 63935,2,2.9901327,10.8,48.9739,117.9246417,9.3852412
Kepler-1518,2,2.9749999999999996,9.14,903.51,300.3323404,44.9861065
Kepler-268,2,2.965,9.22,851.87,291.9761559,38.0550327
K2-348,2,2.965,9.155,201.856,130.8783479,24.4229559
Kepler-913,2,2.95903545,9.55,991.618,297.5830564,41.9523531
Kepler-340,2,2.95,9.120000000000001,808.762,295.933471,40.3005515
Kepler-949,2,2.9400000000000004,8.955,486.105,298.6079128,46.45366
Kepler-1016,2,2.93,9.245,1402.82,294.613689,45.9846265
Kepler-1642,2,2.93,8.93,413.873,297.2121215,43.643789
TOI-1438,2,2.895,10.0,110.513,280.9237844,74.9378327
Kepler-159,2,2.895,8.879999999999999,373.744,297.0702037,40.868734
Kepler-143,2,2.89,8.845,809.467,298.0676519,49.412541
Kepler-346,2,2.865,8.6,984.105,288.0119248,46.1176003
Kepler-116,2,2.86,8.75,955.168,294.7420605,43.5367842
K2-195,2,2.852909455,8.56,315.014,199.8315191,-8.5095364
Kepler-1129,2,2.8449999999999998,8.48,1183.88,291.6044965,41.3093275
Kepler-896,2,2.84,8.52,2334.93,282.4391402,43.7344291
Kepler-175,2,2.83,8.440000000000001,1312.34,289.553232,43.876116
Kepler-1801,2,2.80963077,8.3,839.332,295.1640095,39.2014024
Kepler-287,2,2.795,74.5,835.86,290.9274282,48.4434588
EPIC 201595106,2,2.7924999999999995,11.45,232.1,183.7203635,1.9681688
Kepler-358,2,2.785,8.175,1101.1,293.2302333,48.2813901
Kepler-344,2,2.7800000000000002,8.165,1002.94,292.4996101,46.3243406
TOI-815,2,2.7800000000000002,15.55,59.7117,155.8719377,-43.8349248
TOI-2093,2,2.775,13.2,82.7982,302.7375229,70.8696532
Kepler-1090,2,2.7713289249999997,8.295,858.77,295.6629002,44.5258237
Kepler-880,2,2.765,8.08,601.324,281.9712347,43.6727839
Kepler-259,2,2.75,8.0,1002.14,288.2119707,46.6150461
HD 109833,2,2.739,7.955,79.5561,189.7758591,-74.5740205
TOI-6054,2,2.73,10.9,79.407,56.337007,60.350917
Kepler-153,2,2.7249999999999996,7.895,459.368,282.460502,48.2570293
Kepler-722,2,2.7249999999999996,7.88,1239.5,290.2632874,44.5564051
K2-75,2,2.7199999999999998,7.855,561.93,338.844896,-7.469895
Kepler-953,2,2.7,9.155,258.893,288.9716297,44.6246451
HD 189567,2,2.6950000000000003,7.75,17.9055,301.3959616,-67.3237992
Kepler-216,2,2.6950000000000003,7.800000000000001,1187.47,293.7280695,46.1291139
Kepler-1086,2,2.69,7.745000000000001,466.084,295.251187,45.8429537
Kepler-391,2,2.69,775.0,869.236,290.6218844,51.0573453
TOI-1062,2,2.6825,9.965,82.1733,38.1209678,-78.0236828
Kepler-209,2,2.6799999999999997,7.765000000000001,576.946,291.1694567,42.6407281
Kepler-57,2,2.6654999999999998,15.959999999999999,644.14,293.6413146,44.6570692
Kepler-1065,2,2.665,8.295,1122.48,294.511319,38.7904648
Kepler-201,2,2.6550000000000002,7.5600000000000005,636.445,293.626059,41.2728004
EPIC 212737443,2,2.638,7.45,336.25,204.2215065,-7.3180577
Kepler-1143,2,2.635,8.015,555.189,287.302772,39.2896399
TOI-1064,2,2.6189999999999998,8.0,68.0726,296.0039349,-47.5620305
HIP 97166,2,2.6150669,13.55,65.9501,296.2446203,74.0628577
